Date,Open,High,Low,Close,Volume,Ticker,Daily_Return,HL_Spread,OC_Spread,Log_Return
2019-10-09,92.68,93.68,93.39,93.48,5128784,DEMO,0.008631851532153512,0.29000000000000625,0.7999999999999972,0.008594810106481615
2019-10-10,93.48,95.09,94.69,95.03,8139580,DEMO,0.016581086863500127,0.4000000000000057,1.5499999999999972,0.01644512155256658
2019-10-11,95.03,96.82,95.94,96.56,5932048,DEMO,0.01610017889087656,0.8799999999999955,1.5300000000000011,0.015971945566052186
2019-10-14,96.56,94.62,94.14,94.59,7768419,DEMO,-0.020401822700911287,0.480000000000004,-1.9699999999999989,-0.020612814564196856
2019-10-15,94.59,93.31,93.07,93.29,4861460,DEMO,-0.013743524685484676,0.2400000000000091,-1.2999999999999972,-0.013838841252209421
2019-10-16,93.29,94.37,93.34,94.04,8102983,DEMO,0.008039446886054291,1.0300000000000011,0.75,0.008007302698999142
2019-10-17,94.04,95.11,94.62,94.79,4053380,DEMO,0.007975329646958684,0.4899999999999949,0.75,0.00794369479308142
2019-10-18,94.79,96.22,95.4,95.55,1311385,DEMO,0.008017723388543008,0.8199999999999932,0.7599999999999909,0.00798575222133172
2019-10-21,95.55,101.99,101.1,101.1,7918863,DEMO,0.058084772370486704,0.8900000000000006,5.549999999999997,0.05646045534014373
2019-10-22,101.1,102.63,101.36,102.0,8916323,DEMO,0.008902077151335286,1.269999999999996,0.9000000000000057,0.008862687257845324
2019-10-23,102.0,104.13,103.45,103.77,4607323,DEMO,0.01735294117647057,0.6799999999999926,1.769999999999996,0.017204098332915942
2019-10-24,103.77,105.66,104.82,105.28,7514524,DEMO,0.014551411776043244,0.8400000000000034,1.5100000000000051,0.0144465559598201
2019-10-25,105.28,106.82,106.1,106.34,7257838,DEMO,0.01006838905775087,0.7199999999999989,1.0600000000000023,0.010018040499185461
2019-10-28,106.34,106.03,105.63,105.87,7415261,DEMO,-0.004419785593379744,0.4000000000000057,-0.46999999999999886,-0.004429581720904051
2019-10-29,105.87,107.78,106.97,107.11,1809359,DEMO,0.01171247756682714,0.8100000000000023,1.2399999999999949,0.011644417421249796
2019-10-30,107.11,106.26,105.67,105.9,3201580,DEMO,-0.011296797684623217,0.5900000000000034,-1.2099999999999937,-0.011361091169177443
2019-10-31,105.9,105.7,105.52,105.56,2494139,DEMO,-0.003210576015108657,0.18000000000000682,-0.3400000000000034,-0.00321574097223752
2019-11-01,105.56,105.26,103.72,104.82,6473660,DEMO,-0.007010231148162238,1.5400000000000063,-0.7400000000000091,-0.0070349182611031775
2019-11-04,104.82,106.11,104.85,104.98,4009828,DEMO,0.0015264262545315876,1.2600000000000051,0.1600000000000108,0.0015252624501335276
2019-11-05,104.98,109.3,108.46,108.66,5152092,DEMO,0.03505429605639154,0.8400000000000034,3.6799999999999926,0.03445388529922316
2019-11-06,108.66,105.81,105.3,105.65,1069518,DEMO,-0.027701085956193583,0.5100000000000051,-3.009999999999991,-0.02809199706131126
2019-11-07,105.65,107.1,106.37,106.77,1176355,DEMO,0.010601041173686543,0.7299999999999898,1.1199999999999903,0.010545244128145136
2019-11-08,106.77,104.43,104.12,104.21,9508851,DEMO,-0.0239767725016391,0.3100000000000023,-2.5600000000000023,-0.02426889418587495
2019-11-11,104.21,103.6,103.17,103.51,6201682,DEMO,-0.006717205642452595,0.4299999999999926,-0.6999999999999886,-0.006739867608677155
2019-11-12,103.51,105.3,104.53,105.23,7042060,DEMO,0.016616752004637192,0.769999999999996,1.7199999999999989,0.01648020435706196
2019-11-13,105.23,105.39,104.61,105.36,8230057,DEMO,0.0012353891475813672,0.7800000000000011,0.12999999999999545,0.0012346266823046663
2019-11-14,105.36,103.77,103.38,103.69,7687764,DEMO,-0.015850417615793533,0.39000000000000057,-1.6700000000000017,-0.015977378864838875
2019-11-15,103.69,103.1,101.65,102.61,4199039,DEMO,-0.010415662069630627,1.4499999999999886,-1.0799999999999983,-0.010470284696069008
2019-11-18,102.61,104.83,103.16,103.69,3776374,DEMO,0.010525289932755033,1.6700000000000017,1.0799999999999983,0.010470284696068952
2019-11-19,103.69,102.87,102.23,102.58,7683635,DEMO,-0.010704986016009221,0.6400000000000006,-1.1099999999999994,-0.010762696609064362
2019-11-20,102.58,103.65,102.54,102.95,3318620,DEMO,0.0036069409241568096,1.1099999999999994,0.37000000000000455,0.003600451512676118
2019-11-21,102.95,103.09,102.03,103.05,4487379,DEMO,0.0009713453132587091,1.0600000000000023,0.09999999999999432,0.0009708738626694284
2019-11-22,103.05,103.39,101.61,102.07,8300259,DEMO,-0.009509946627850652,1.7800000000000011,-0.980000000000004,-0.009555454921061102
2019-11-25,102.07,105.81,104.75,105.38,7295425,DEMO,0.032428725384540114,1.0600000000000023,3.3100000000000023,0.03191401236573278
2019-11-26,105.38,107.29,106.03,106.42,3429151,DEMO,0.00986904535965083,1.2600000000000051,1.0400000000000063,0.00982066438708356
2019-11-27,106.42,104.08,103.21,103.22,1041743,DEMO,-0.030069535801541036,0.8700000000000045,-3.200000000000003,-0.03053089644764212
2019-11-28,103.22,103.82,103.04,103.54,9559556,DEMO,0.00310017438480914,0.7799999999999869,0.3200000000000074,0.0030953787531741985
2019-11-29,103.54,102.83,102.33,102.54,6521452,DEMO,-0.009658103148541652,0.5,-1.0,-0.009705045118200799
2019-12-02,102.54,104.73,103.52,103.88,7850322,DEMO,0.013068070996684167,1.210000000000008,1.3399999999999892,0.012983420438993119
2019-12-03,103.88,102.87,102.62,102.68,8950806,DEMO,-0.011551790527531636,0.25,-1.1999999999999886,-0.011619030791607901
2019-12-04,102.68,102.64,102.23,102.53,9890401,DEMO,-0.0014608492403584972,0.4099999999999966,-0.15000000000000568,-0.0014619173209398928
2019-12-05,102.53,103.64,102.32,103.34,9714892,DEMO,0.007900126792158346,1.3200000000000074,0.8100000000000023,0.007869084177038637
2019-12-06,103.34,105.24,103.89,104.71,2830314,DEMO,0.013257209212308885,1.3499999999999943,1.3699999999999903,0.013170101440332151
2019-12-09,104.71,103.19,102.03,102.86,4777341,DEMO,-0.0176678445229681,1.1599999999999966,-1.8499999999999943,-0.017825783952600458
2019-12-10,102.86,103.0,102.32,102.37,9657116,DEMO,-0.004763756562317645,0.6800000000000068,-0.4899999999999949,-0.004775139415090647
2019-12-11,102.37,101.69,101.22,101.67,5585315,DEMO,-0.006837940802969622,0.46999999999999886,-0.7000000000000028,-0.006861426644609769
2019-12-12,101.67,101.1,100.04,100.71,6898931,DEMO,-0.009442313366774924,1.059999999999988,-0.960000000000008,-0.009487174627016476
2019-12-13,100.71,103.53,103.31,103.41,5976563,DEMO,0.02680965147453085,0.21999999999999886,2.700000000000003,0.026456569536830465
2019-12-16,103.41,104.87,103.59,104.06,2770403,DEMO,0.006285659027173374,1.2800000000000011,0.6500000000000057,0.0062659866652737435
2019-12-17,104.06,102.3,102.06,102.13,5371272,DEMO,-0.018546992119930827,0.23999999999999488,-1.9300000000000068,-0.018721144272149888
2019-12-18,102.13,104.0,102.78,103.56,8568370,DEMO,0.014001762459610267,1.2199999999999989,1.4300000000000068,0.013904643293329272
2019-12-19,103.56,107.96,106.12,106.89,5929426,DEMO,0.03215527230590953,1.8399999999999892,3.3299999999999983,0.0316491134025174
2019-12-20,106.89,108.78,108.57,108.58,1506995,DEMO,0.01581064645897645,0.21000000000000796,1.6899999999999977,0.01568696019145059
2019-12-23,108.58,106.79,105.47,106.14,3185454,DEMO,-0.022471910112359494,1.3200000000000074,-2.4399999999999977,-0.022728251077556064
2019-12-24,106.14,106.04,105.21,105.4,7262094,DEMO,-0.006971923874128483,0.8300000000000125,-0.7399999999999949,-0.00699634129248693
2019-12-25,105.4,108.33,106.96,107.43,8928248,DEMO,0.019259962049335888,1.3700000000000045,2.030000000000001,0.019076836571189096
2019-12-26,107.43,106.55,106.1,106.33,3072723,DEMO,-0.01023922554221357,0.45000000000000284,-1.1000000000000085,-0.010292007015456267
2019-12-27,106.33,107.44,105.67,107.06,6227528,DEMO,0.00686541897865145,1.769999999999996,0.730000000000004,0.006841959302240514
2019-12-30,107.06,108.37,108.23,108.34,1565635,DEMO,0.011955912572389371,0.14000000000000057,1.2800000000000011,0.01188500526451764
2019-12-31,108.34,107.17,106.63,106.87,1527409,DEMO,-0.013568395791028198,0.5400000000000063,-1.4699999999999989,-0.01366128769294742
2020-01-01,106.87,106.84,106.59,106.8,1287635,DEMO,-0.0006550014035745511,0.25,-0.07000000000000739,-0.000655216010710994
2020-01-02,106.8,101.92,101.02,101.64,1583510,DEMO,-0.04831460674157295,0.9000000000000057,-5.159999999999997,-0.04952076807413104
2020-01-03,101.64,100.57,99.58,100.11,5722340,DEMO,-0.015053128689492379,0.9899999999999949,-1.5300000000000011,-0.015167577020571057
2020-01-06,100.11,99.85,99.42,99.76,5778972,DEMO,-0.0034961542303465487,0.4299999999999926,-0.3499999999999943,-0.0035022800596112504
2020-01-07,99.76,98.62,97.34,97.93,7335787,DEMO,-0.01834402566158777,1.2800000000000011,-1.8299999999999983,-0.01851436363907786
2020-01-08,97.93,100.41,99.46,100.35,2693481,DEMO,0.024711528642908043,0.9500000000000028,2.4199999999999875,0.024411137509643882
2020-01-09,100.35,98.67,98.07,98.23,4061342,DEMO,-0.021126058794220137,0.6000000000000085,-2.1199999999999903,-0.02135240755556883
2020-01-10,98.23,97.97,97.36,97.61,1600198,DEMO,-0.0063117173979436725,0.6099999999999994,-0.6200000000000045,-0.006331720499904564
2020-01-13,97.61,98.44,97.79,97.83,1397891,DEMO,0.002253867431615708,0.6499999999999915,0.21999999999999886,0.0022513312824638224
2020-01-14,97.83,100.52,99.8,99.98,4081362,DEMO,0.02197689870182984,0.7199999999999989,2.1500000000000057,0.021738887516086974
2020-01-15,99.98,98.15,97.61,97.85,5694505,DEMO,-0.02130426085217052,0.5400000000000063,-2.1300000000000097,-0.021534472143339152
2020-01-16,97.85,100.13,99.25,99.59,4647965,DEMO,0.01778231987736345,0.8799999999999955,1.740000000000009,0.017626064101463067
2020-01-17,99.59,99.79,99.62,99.63,2041566,DEMO,0.00040164675168186115,0.1700000000000017,0.03999999999999204,0.0004015661132166887
2020-01-20,99.63,98.79,97.66,98.2,6081502,DEMO,-0.014353106494027879,1.1300000000000097,-1.4299999999999926,-0.014457108696344664
2020-01-21,98.2,98.98,98.37,98.91,2619282,DEMO,0.0072301425661913665,0.6099999999999994,0.7099999999999937,0.0072041303913290946
2020-01-22,98.91,100.38,98.9,99.23,4434078,DEMO,0.003235264381761249,1.4799999999999898,0.3200000000000074,0.0032300421744008148
2020-01-23,99.23,98.56,97.8,98.37,4297466,DEMO,-0.008666733850649977,0.7600000000000051,-0.8599999999999994,-0.008704508401483537
2020-01-24,98.37,98.6,98.17,98.5,5441971,DEMO,0.0013215411202602834,0.4299999999999926,0.12999999999999545,0.0013206686533766632
2020-01-27,98.5,98.11,97.74,97.96,5850825,DEMO,-0.005482233502538181,0.37000000000000455,-0.5400000000000063,-0.0054973160940763165
2020-01-28,97.96,98.22,97.31,98.16,8323777,DEMO,0.0020416496529196415,0.9099999999999966,0.20000000000000284,0.002039568318689089
2020-01-29,98.16,99.24,98.83,99.16,7805697,DEMO,0.010187449062754705,0.4099999999999966,1.0,0.010135906764333777
2020-01-30,99.16,101.91,100.94,101.55,6595095,DEMO,0.02410246066962496,0.9699999999999989,2.3900000000000006,0.023816580859404045
2020-01-31,101.55,100.17,99.21,99.7,8438096,DEMO,-0.01821762678483496,0.960000000000008,-1.8499999999999943,-0.018385611058600947
2020-02-03,99.7,103.32,102.68,102.92,4053407,DEMO,0.03229689067201602,0.6399999999999864,3.219999999999999,0.03178631044575075
2020-02-04,102.92,100.6,99.7,99.93,2417231,DEMO,-0.02905169063350166,0.8999999999999915,-2.989999999999995,-0.02948204653984535
2020-02-05,99.93,100.65,99.34,99.74,1407974,DEMO,-0.0019013309316522342,1.3100000000000023,-0.19000000000001194,-0.001903140755721567
2020-02-06,99.74,100.9,100.52,100.65,4604724,DEMO,0.009123721676358665,0.38000000000000966,0.9100000000000108,0.009082351967824136
2020-02-07,100.65,101.66,100.8,101.1,7818922,DEMO,0.0044709388971682085,0.8599999999999994,0.44999999999998863,0.004460973940625045
2020-02-10,101.1,101.26,99.47,100.19,7847575,DEMO,-0.0090009891196835,1.7900000000000063,-0.9099999999999966,-0.00904174275525413
2020-02-11,100.19,100.1,99.03,99.9,2151882,DEMO,-0.00289450044914652,1.0699999999999932,-0.28999999999999204,-0.0028986976166636845
2020-02-12,99.9,100.43,98.71,99.19,7456182,DEMO,-0.007107107107107158,1.720000000000013,-0.710000000000008,-0.007132482896605512
2020-02-13,99.19,98.35,98.31,98.35,9118612,DEMO,-0.008468595624558928,0.03999999999999204,-0.8400000000000034,-0.008504657922834297
2020-02-14,98.35,100.05,99.23,99.63,7999366,DEMO,0.013014743263853656,0.8199999999999932,1.2800000000000011,0.012930779221696888
2020-02-17,99.63,100.23,99.78,100.19,3471321,DEMO,0.005620796948710316,0.45000000000000284,0.5600000000000023,0.005605059214406816
2020-02-18,100.19,99.23,98.92,99.18,1700270,DEMO,-0.010080846391855358,0.3100000000000023,-1.009999999999991,-0.010132002210183691
2020-02-19,99.18,101.01,100.34,100.55,9479025,DEMO,0.013813268804194312,0.6700000000000017,1.3699999999999903,0.01371873515767316
2020-02-20,100.55,101.19,100.34,101.04,5622942,DEMO,0.004873197414221764,0.8499999999999943,0.4900000000000091,0.0048613618235746
2020-02-21,101.04,102.44,101.97,102.31,1192458,DEMO,0.012569279493269914,0.46999999999999886,1.269999999999996,0.012490941848612849
2020-02-24,102.31,103.47,102.53,103.3,5718912,DEMO,0.009676473463004598,0.9399999999999977,0.9899999999999949,0.009629956234744271
2020-02-25,103.3,102.39,101.51,102.05,4896937,DEMO,-0.012100677637947754,0.8799999999999955,-1.25,-0.012174486869739091
2020-02-26,102.05,101.72,100.72,101.22,6497963,DEMO,-0.008133268005879435,1.0,-0.8299999999999983,-0.00816652346992183
2020-02-27,101.22,102.48,102.19,102.39,5102553,DEMO,0.011558980438648447,0.29000000000000625,1.1700000000000017,0.01149268580079339
2020-02-28,102.39,103.75,103.23,103.36,9434858,DEMO,0.009473581404433995,0.519999999999996,0.9699999999999989,0.009428988447566324
2020-03-02,103.36,103.63,102.32,103.35,1475147,DEMO,-9.674922600622082e-05,1.3100000000000023,-0.010000000000005116,-9.675390651448003e-05
2020-03-03,103.35,104.03,101.96,103.57,4017193,DEMO,0.002128688921141819,2.0700000000000074,0.21999999999999886,0.002126426473010269
2020-03-04,103.57,105.6,105.26,105.58,3112368,DEMO,0.019407164236748153,0.3399999999999892,2.010000000000005,0.019221246794682765
2020-03-05,105.58,104.68,104.58,104.68,7818753,DEMO,-0.008524341731388385,0.10000000000000853,-0.8999999999999915,-0.00856088173352493
2020-03-06,104.68,106.14,105.29,105.57,1876336,DEMO,0.00850210164310261,0.8499999999999943,0.8899999999999864,0.008466162339658191
2020-03-09,105.57,105.53,104.81,105.28,7436737,DEMO,-0.002746992516813429,0.7199999999999989,-0.28999999999999204,-0.002750772424596346
2020-03-10,105.28,104.98,104.8,104.97,5898107,DEMO,-0.0029445288753799925,0.18000000000000682,-0.3100000000000023,-0.0029488725293007746
2020-03-11,104.97,107.17,105.77,106.73,6782197,DEMO,0.016766695246260843,1.4000000000000057,1.7600000000000051,0.016627685878167247
2020-03-12,106.73,108.83,107.96,108.08,5071867,DEMO,0.01264873981073733,0.8700000000000045,1.3499999999999943,0.012569412726069784
2020-03-13,108.08,109.74,109.16,109.43,8110953,DEMO,0.012490747594374518,0.5799999999999983,1.3500000000000085,0.012413381778408209
2020-03-16,109.43,111.62,111.24,111.61,2418060,DEMO,0.019921410947637774,0.38000000000000966,2.1799999999999926,0.019725576237271912
2020-03-17,111.61,112.41,111.44,111.68,5228087,DEMO,0.0006271839440910032,0.9699999999999989,0.07000000000000739,0.0006269873464387728
2020-03-18,111.68,113.46,112.38,112.85,5228456,DEMO,0.01047636103151861,1.0799999999999983,1.1699999999999875,0.010421864249482344
2020-03-19,112.85,112.53,112.02,112.36,5639022,DEMO,-0.004342046964997737,0.5100000000000051,-0.4899999999999949,-0.0043515010275017325
2020-03-20,112.36,113.29,112.63,112.94,6796260,DEMO,0.005161979352082513,0.6600000000000108,0.5799999999999983,0.005148702008647639
2020-03-23,112.94,112.86,112.14,112.76,9537333,DEMO,-0.0015937666017353802,0.7199999999999989,-0.1799999999999926,-0.0015950379987787814
2020-03-24,112.76,112.99,112.71,112.95,9879823,DEMO,0.0016849946789641024,0.28000000000000114,0.18999999999999773,0.0016835766681004064
2020-03-25,112.95,114.3,113.55,114.0,6997804,DEMO,0.009296148738379806,0.75,1.0499999999999972,0.009253205480483176
2020-03-26,114.0,112.67,112.37,112.63,3268693,DEMO,-0.012017543859649149,0.29999999999999716,-1.3700000000000045,-0.01209033833489034
2020-03-27,112.63,116.48,115.23,116.2,4924152,DEMO,0.031696706028589317,1.25,3.5700000000000074,0.031204734358205834
2020-03-30,116.2,114.52,114.48,114.48,8688659,DEMO,-0.01480206540447504,0.03999999999999204,-1.7199999999999989,-0.014912709169615382
2020-03-31,114.48,113.54,112.06,112.43,9710506,DEMO,-0.01790705800139758,1.480000000000004,-2.049999999999997,-0.01806932948652718
2020-04-01,112.43,114.96,113.79,114.42,1685338,DEMO,0.01769990216134487,1.1699999999999875,1.9899999999999949,0.017545083078714493
2020-04-02,114.42,115.89,115.59,115.81,4502415,DEMO,0.012148225834644366,0.29999999999999716,1.3900000000000006,0.012075028355903666
2020-04-03,115.81,117.64,116.52,116.93,7334625,DEMO,0.009671012865900996,1.1200000000000045,1.1200000000000045,0.009624547955940763
2020-04-06,116.93,118.42,117.57,118.07,9443353,DEMO,0.009749422731548663,0.8500000000000085,1.1399999999999864,0.00970220376679114
2020-04-07,118.07,118.98,117.91,118.08,2683032,DEMO,8.469551960699206e-05,1.0700000000000074,0.010000000000005116,8.469193314397479e-05
2020-04-08,118.08,117.24,116.49,116.53,6232651,DEMO,-0.013126693766937647,0.75,-1.5499999999999972,-0.013213610266990387
2020-04-09,116.53,116.82,115.81,116.69,6954632,DEMO,0.00137303698618374,1.009999999999991,0.1599999999999966,0.0013720952328439083
2020-04-10,116.69,116.41,115.34,115.54,3118219,DEMO,-0.009855171822778175,1.0699999999999932,-1.1499999999999915,-0.009904055464896335
2020-04-13,115.54,117.36,116.75,117.27,3148185,DEMO,0.014973169465120284,0.6099999999999994,1.7299999999999898,0.014862178119853636
2020-04-14,117.27,117.24,116.71,117.05,9433864,DEMO,-0.0018760126204485639,0.5300000000000011,-0.21999999999999886,-0.0018777745360533866
2020-04-15,117.05,115.99,115.34,115.63,8037449,DEMO,-0.01213156770610857,0.6499999999999915,-1.4200000000000017,-0.012205755796049423
2020-04-16,115.63,115.28,115.08,115.11,9890872,DEMO,-0.004497102827985766,0.20000000000000284,-0.519999999999996,-0.004507245213899664
2020-04-17,115.11,116.08,115.85,115.86,4346145,DEMO,0.006515506906437318,0.23000000000000398,0.75,0.006494372741507368
2020-04-20,115.86,115.01,114.53,114.91,3183955,DEMO,-0.008199551182461629,0.480000000000004,-0.9500000000000028,-0.00823335239893576
2020-04-21,114.91,113.62,113.13,113.53,1479809,DEMO,-0.012009398659820647,0.4900000000000091,-1.3799999999999955,-0.012082094093099986
2020-04-22,113.53,113.98,113.74,113.98,3650432,DEMO,0.0039637100325904395,0.2400000000000091,0.45000000000000284,0.003955875230411156
2020-04-23,113.98,114.68,114.15,114.43,5175282,DEMO,0.0039480610633444435,0.5300000000000011,0.45000000000000284,0.0039402879227698724
2020-04-24,114.43,114.27,113.3,113.59,6455483,DEMO,-0.007340732325439192,0.9699999999999989,-0.8400000000000034,-0.007367808086293208
2020-04-27,113.59,113.36,111.61,112.83,7864547,DEMO,-0.006690729817765639,1.75,-0.7600000000000051,-0.006713213092975507
2020-04-28,112.83,114.09,112.63,113.25,2767413,DEMO,0.0037224142515288605,1.460000000000008,0.4200000000000017,0.0037155032127886988
2020-04-29,113.25,112.24,110.56,110.83,3573697,DEMO,-0.02136865342163352,1.6799999999999926,-2.4200000000000017,-0.02160026857558169
2020-04-30,110.83,109.03,108.05,108.52,4600952,DEMO,-0.020842732112243967,0.980000000000004,-2.3100000000000023,-0.021063007996830675
2020-05-01,108.52,108.12,107.01,107.38,2971277,DEMO,-0.010504976041282754,1.1099999999999994,-1.1400000000000006,-0.010560542796307604
2020-05-04,107.38,107.19,106.86,107.07,6546510,DEMO,-0.0028869435649097053,0.3299999999999983,-0.3100000000000023,-0.0028911188242448016
2020-05-05,107.07,108.23,107.03,107.6,8896403,DEMO,0.004950032688895156,1.2000000000000028,0.5300000000000011,0.004937821557505412
2020-05-06,107.6,111.01,109.68,110.02,7097020,DEMO,0.022490706319702625,1.3299999999999983,2.4200000000000017,0.022241519719628004
2020-05-07,110.02,111.77,111.08,111.47,6354342,DEMO,0.013179421923286805,0.6899999999999977,1.4500000000000028,0.013093328954220216
2020-05-08,111.47,111.65,110.47,111.23,2196311,DEMO,-0.002153045662510067,1.1800000000000068,-0.23999999999999488,-0.002155366797594168
2020-05-11,111.23,111.55,110.56,111.23,1142157,DEMO,0.0,0.9899999999999949,0.0,0.0
2020-05-12,111.23,111.01,109.45,109.59,5788109,DEMO,-0.01474422368066175,1.5600000000000023,-1.6400000000000006,-0.014854000128637152
2020-05-13,109.59,109.9,109.39,109.6,2462603,DEMO,9.124920156944327e-05,0.5100000000000051,0.009999999999990905,9.124503861429203e-05
2020-05-14,109.6,109.37,109.08,109.15,1136645,DEMO,-0.004105839416058243,0.29000000000000625,-0.44999999999998863,-0.004114291517962106
2020-05-15,109.15,110.53,108.74,109.72,2652131,DEMO,0.005222171323866265,1.7900000000000063,0.5699999999999932,0.005208583073449607
2020-05-18,109.72,108.49,108.17,108.39,2186837,DEMO,-0.012121764491432763,0.3199999999999932,-1.3299999999999983,-0.01219583224174396
2020-05-19,108.39,109.27,108.7,109.26,9730829,DEMO,0.008026570716855863,0.5699999999999932,0.8700000000000045,0.007994529139913102
2020-05-20,109.26,112.13,111.05,111.81,8845219,DEMO,0.023338824821526716,1.0799999999999983,2.549999999999997,0.023070639191705232
2020-05-21,111.81,111.73,110.81,111.66,1053687,DEMO,-0.0013415615776765089,0.9200000000000017,-0.15000000000000568,-0.0013424622770624411
2020-05-22,111.66,112.91,111.74,112.37,3490272,DEMO,0.006358588572452195,1.1700000000000017,0.710000000000008,0.006338458037596716
2020-05-25,112.37,114.24,113.21,113.56,7843308,DEMO,0.010590015128592922,1.0300000000000011,1.1899999999999977,0.010534333684959324
2020-05-26,113.56,113.0,112.05,112.91,6173395,DEMO,-0.005723846424797507,0.9500000000000028,-0.6500000000000057,-0.0057402904123396836
2020-05-27,112.91,113.34,113.02,113.33,3629137,DEMO,0.0037197768133911957,0.3200000000000074,0.4200000000000017,0.003712875552426268
2020-05-28,113.33,113.91,112.41,113.38,5776415,DEMO,0.00044118944674842453,1.5,0.04999999999999716,0.0004410921513005614
2020-05-29,113.38,113.83,112.95,113.58,8208387,DEMO,0.0017639795378374679,0.8799999999999955,0.20000000000000284,0.0017624255531289502
2020-06-01,113.58,112.8,111.61,112.3,7892180,DEMO,-0.011269589716499384,1.1899999999999977,-1.2800000000000011,-0.011333572704888986
2020-06-02,112.3,112.47,112.29,112.37,4861607,DEMO,0.000623330365093544,0.1799999999999926,0.07000000000000739,0.0006231361754135459
2020-06-03,112.37,114.22,112.94,113.25,5124390,DEMO,0.007831271691732589,1.2800000000000011,0.8799999999999955,0.007800766443332324
2020-06-04,113.25,116.54,115.65,115.75,3656222,DEMO,0.02207505518763786,0.8900000000000006,2.5,0.02183492860319995
2020-06-05,115.75,118.39,117.15,117.45,5434315,DEMO,0.014686825053995767,1.2399999999999949,1.7000000000000028,0.01458001813857843
2020-06-08,117.45,122.17,120.6,121.28,2553744,DEMO,0.03260962111536814,1.5700000000000074,3.8299999999999983,0.03208921078913963
2020-06-09,121.28,120.04,119.05,119.92,5266988,DEMO,-0.01121372031662271,0.9900000000000091,-1.3599999999999994,-0.011277068099719283
2020-06-10,119.92,121.93,121.3,121.52,6693014,DEMO,0.013342228152101399,0.6300000000000097,1.5999999999999943,0.01325400449317515
2020-06-11,121.52,122.53,121.08,121.89,9121485,DEMO,0.003044766293614165,1.4500000000000028,0.37000000000000455,0.0030401403802275996
2020-06-12,121.89,126.31,125.67,125.93,6459501,DEMO,0.033144638608581634,0.6400000000000006,4.040000000000006,0.032607198350010094
2020-06-15,125.93,125.58,124.28,124.44,8575327,DEMO,-0.011831970142142545,1.2999999999999972,-1.490000000000009,-0.011902524988318855
2020-06-16,124.44,123.33,122.32,122.91,5013582,DEMO,-0.012295081967213073,1.0100000000000051,-1.5300000000000011,-0.012371291802546829
2020-06-17,122.91,122.14,121.26,121.84,3872875,DEMO,-0.008705556911561274,0.8799999999999955,-1.0699999999999932,-0.008743671639982997
2020-06-18,121.84,119.27,117.8,118.0,2841646,DEMO,-0.03151674326986209,1.4699999999999989,-3.8400000000000034,-0.03202408412124159
2020-06-19,118.0,117.46,117.08,117.1,6800545,DEMO,-0.007627118644067843,0.37999999999999545,-0.9000000000000057,-0.007656353861993149
2020-06-22,117.1,116.24,115.79,115.81,8970564,DEMO,-0.011016225448334693,0.44999999999998863,-1.289999999999992,-0.0110773534073853
2020-06-23,115.81,116.28,115.66,116.1,9038508,DEMO,0.0025041015456350735,0.6200000000000045,0.28999999999999204,0.002500971507559502
2020-06-24,116.1,117.49,116.6,116.73,2596246,DEMO,0.005426356589147474,0.8900000000000006,0.6300000000000097,0.005411686960726269
2020-06-25,116.73,120.99,119.5,120.05,9194253,DEMO,0.028441703075473335,1.4899999999999949,3.319999999999993,0.02804474700269035
2020-06-26,120.05,121.82,121.26,121.8,5428622,DEMO,0.014577259475218707,0.5599999999999881,1.75,0.014472032608534469
2020-06-29,121.8,121.24,120.16,120.78,3469930,DEMO,-0.008374384236453203,1.0799999999999983,-1.019999999999996,-0.008409646396041533
2020-06-30,120.78,119.46,118.09,119.19,1131936,DEMO,-0.013164431197218107,1.3699999999999903,-1.5900000000000034,-0.013251850385137875
2020-07-01,119.19,120.51,119.55,120.11,9226036,DEMO,0.007718768353049743,0.960000000000008,0.9200000000000017,0.007689131071781653
2020-07-02,120.11,118.95,116.88,117.76,6152030,DEMO,-0.01956539838481386,2.0700000000000074,-2.3499999999999943,-0.019759334585832757
2020-07-03,117.76,121.12,120.64,121.03,5842256,DEMO,0.027768342391304213,0.480000000000004,3.269999999999996,0.0273897937699462
2020-07-06,121.03,123.44,123.16,123.21,3469970,DEMO,0.018012063124845046,0.28000000000000114,2.1799999999999926,0.01785176788606443
2020-07-07,123.21,122.49,121.49,122.38,6062581,DEMO,-0.006736466195925606,1.0,-0.8299999999999983,-0.006759258602182389
2020-07-08,122.38,120.08,118.72,119.27,6312470,DEMO,-0.02541264912567409,1.3599999999999994,-3.1099999999999994,-0.02574112744381677
2020-07-09,119.27,122.32,121.12,121.73,3578682,DEMO,0.020625471619015734,1.1999999999999886,2.460000000000008,0.020415646830927368
2020-07-10,121.73,122.29,121.43,121.56,2504900,DEMO,-0.001396533311426973,0.8599999999999994,-0.1700000000000017,-0.00139750937291269
2020-07-13,121.56,124.26,123.81,123.85,9580504,DEMO,0.018838433695294476,0.45000000000000284,2.289999999999992,0.018663187886776213
2020-07-14,123.85,121.56,120.49,120.93,6283422,DEMO,-0.02357690754945485,1.0700000000000074,-2.9199999999999875,-0.023859290138184316
2020-07-15,120.93,120.2,119.77,119.88,5607765,DEMO,-0.008682709005209732,0.4300000000000068,-1.0500000000000114,-0.008720623348721755
2020-07-16,119.88,120.63,119.59,119.92,8157676,DEMO,0.0003336670003337705,1.039999999999992,0.04000000000000625,0.0003336113458799069
